날짜,지역,차수,연령대,지표,값
2021-08-23,대구,2차,5-11세,건수,0.0
2021-08-23,대구,2차,5-11세,접종률,0.0007363336475023562
2021-08-23,대구,2차,65세이상,건수,15574.0
2021-08-23,대구,2차,65세이상,접종률,55.61034365140275
2021-08-23,대구,2차,6개월-4세,건수,0.0
2021-08-23,대구,2차,6개월-4세,접종률,0.0
2021-08-23,대구,3차,12-64세,건수,2.0
2021-08-23,대구,3차,12-64세,접종률,0.0005799320319658536
2021-08-23,대구,3차,5-11세,건수,0.0
2021-08-23,대구,3차,5-11세,접종률,0.0
2021-08-23,대구,3차,65세이상,건수,0.0
2021-08-23,대구,3차,65세이상,접종률,0.00021318325232369745
2021-08-23,대구,3차,6개월-4세,건수,0.0
2021-08-23,대구,3차,6개월-4세,접종률,0.0
2021-08-23,대전,1차,12-64세,건수,10514.0
2021-08-23,대전,1차,12-64세,접종률,43.467171233047985
2021-08-23,대전,1차,5-11세,건수,0.0
2021-08-23,대전,1차,5-11세,접종률,0.0
2021-08-23,대전,1차,65세이상,건수,312.0
2021-08-23,대전,1차,65세이상,접종률,91.61692947137047
2021-08-23,대전,1차,6개월-4세,건수,0.0
2021-08-23,대전,1차,6개월-4세,접종률,0.0
2021-08-23,대전,2차,12-64세,건수,8856.0
2021-08-23,대전,2차,12-64세,접종률,15.501894439304314
2021-08-23,대전,2차,5-11세,건수,0.0
2021-08-23,대전,2차,5-11세,접종률,0.0
2021-08-23,대전,2차,65세이상,건수,8814.0
2021-08-23,대전,2차,65세이상,접종률,62.24753887220825
2021-08-23,대전,2차,6개월-4세,건수,0.0
2021-08-23,대전,2차,6개월-4세,접종률,0.0
2021-08-23,대전,3차,12-64세,건수,0.0
2021-08-23,대전,3차,12-64세,접종률,0.00018522994908954851
2021-08-23,대전,3차,5-11세,건수,0.0
2021-08-23,대전,3차,5-11세,접종률,0.0
2021-08-23,대전,3차,65세이상,건수,0.0
2021-08-23,대전,3차,65세이상,접종률,0.0008125886229466902
2021-08-23,대전,3차,6개월-4세,건수,0.0
2021-08-23,대전,3차,6개월-4세,접종률,0.0
2021-08-23,부산,1차,12-64세,건수,24979.0
2021-08-23,부산,1차,12-64세,접종률,46.048701314150776
2021-08-23,부산,1차,5-11세,건수,0.0
2021-08-23,부산,1차,5-11세,접종률,0.0
2021-08-23,부산,1차,65세이상,건수,844.0
2021-08-23,부산,1차,65세이상,접종률,90.56936600802345
2021-08-23,부산,1차,6개월-4세,건수,0.0
2021-08-23,부산,1차,6개월-4세,접종률,0.0
2021-08-23,부산,2차,12-64세,건수,24852.0
2021-08-23,부산,2차,12-64세,접종률,15.42058318549732
2021-08-23,부산,2차,5-11세,건수,0.0
2021-08-23,부산,2차,5-11세,접종률,0.0
2021-08-23,부산,2차,65세이상,건수,27105.0
2021-08-23,부산,2차,65세이상,접종률,59.99791529133803
2021-08-23,부산,2차,6개월-4세,건수,0.0
2021-08-23,부산,2차,6개월-4세,접종률,0.0
2021-08-23,부산,3차,12-64세,건수,3.0
2021-08-23,부산,3차,12-64세,접종률,0.0013410143172744705
2021-08-23,부산,3차,5-11세,건수,0.0
2021-08-23,부산,3차,5-11세,접종률,0.0
2021-08-23,부산,3차,65세이상,건수,0.0
2021-08-23,부산,3차,65세이상,접종률,0.0010690813651099951
2021-08-23,부산,3차,6개월-4세,건수,0.0
2021-08-23,부산,3차,6개월-4세,접종률,0.0
2021-08-23,서울,1차,12-64세,건수,69633.0
2021-08-23,서울,1차,12-64세,접종률,43.87239573953958
2021-08-23,서울,1차,5-11세,건수,0.0
2021-08-23,서울,1차,5-11세,접종률,0.0011475180332458925
2021-08-23,서울,1차,65세이상,건수,1836.0
2021-08-23,서울,1차,65세이상,접종률,91.26624086247669
2021-08-23,서울,1차,6개월-4세,건수,0.0
2021-08-23,서울,1차,6개월-4세,접종률,0.0
2021-08-23,서울,2차,12-64세,건수,59853.0
2021-08-23,서울,2차,12-64세,접종률,16.84905927098858
2021-08-23,서울,2차,5-11세,건수,0.0
2021-08-23,서울,2차,5-11세,접종률,0.0002295036066491785
2021-08-23,서울,2차,65세이상,건수,62018.0
2021-08-23,서울,2차,65세이상,접종률,61.956016981922936
2021-08-23,서울,2차,6개월-4세,건수,0.0
2021-08-23,서울,2차,6개월-4세,접종률,0.0
2021-08-23,서울,3차,12-64세,건수,6.0
2021-08-23,서울,3차,12-64세,접종률,0.0020499682610816802
2021-08-23,서울,3차,5-11세,건수,0.0
2021-08-23,서울,3차,5-11세,접종률,0.0
2021-08-23,서울,3차,65세이상,건수,4.0
2021-08-23,서울,3차,65세이상,접종률,0.001797212928570062
2021-08-23,서울,3차,6개월-4세,건수,0.0
2021-08-23,서울,3차,6개월-4세,접종률,0.0
2021-08-23,세종,1차,12-64세,건수,3108.0
2021-08-23,세종,1차,12-64세,접종률,45.279067174061524
2021-08-23,세종,1차,5-11세,건수,0.0
2021-08-23,세종,1차,5-11세,접종률,0.0
2021-08-23,세종,1차,65세이상,건수,45.0
2021-08-23,세종,1차,65세이상,접종률,91.34653604246066
2021-08-23,세종,1차,6개월-4세,건수,0.0
2021-08-23,세종,1차,6개월-4세,접종률,0.0
2021-08-23,세종,2차,12-64세,건수,2262.0
2021-08-23,세종,2차,12-64세,접종률,17.968956913254992
2021-08-23,세종,2차,5-11세,건수,0.0
2021-08-23,세종,2차,5-11세,접종률,0.0
2021-08-23,세종,2차,65세이상,건수,1840.0
2021-08-23,세종,2차,65세이상,접종률,62.71832401973392
2021-08-23,세종,2차,6개월-4세,건수,0.0
2021-08-23,세종,2차,6개월-4세,접종률,0.0
2021-08-23,세종,3차,12-64세,건수,0.0
2021-08-23,세종,3차,12-64세,접종률,0.003484854820948159
2021-08-23,세종,3차,5-11세,건수,0.0
2021-08-23,세종,3차,5-11세,접종률,0.0
2021-08-23,세종,3차,65세이상,건수,0.0
2021-08-23,세종,3차,65세이상,접종률,0.0
2021-08-23,세종,3차,6개월-4세,건수,0.0
2021-08-23,세종,3차,6개월-4세,접종률,0.0
2021-08-23,울산,1차,12-64세,건수,7343.0
2021-08-23,울산,1차,12-64세,접종률,45.56486315910265
2021-08-23,울산,1차,5-11세,건수,0.0
2021-08-23,울산,1차,5-11세,접종률,0.0
2021-08-23,울산,1차,65세이상,건수,196.0
2021-08-23,울산,1차,65세이상,접종률,90.47026060180677
2021-08-23,울산,1차,6개월-4세,건수,0.0
2021-08-23,울산,1차,6개월-4세,접종률,0.0
2021-08-23,울산,2차,12-64세,건수,7203.0
2021-08-23,울산,2차,12-64세,접종률,14.168674814007307
2021-08-23,울산,2차,5-11세,건수,0.0
2021-08-23,울산,2차,5-11세,접종률,0.0
2021-08-23,울산,2차,65세이상,건수,6845.0
2021-08-23,울산,2차,65세이상,접종률,57.01768288541219
2021-08-23,울산,2차,6개월-4세,건수,0.0
2021-08-23,울산,2차,6개월-4세,접종률,0.0
2021-08-23,울산,3차,12-64세,건수,0.0
2021-08-23,울산,3차,12-64세,접종률,0.000836728058599652
2021-08-23,울산,3차,5-11세,건수,0.0
2021-08-23,울산,3차,5-11세,접종률,0.0
2021-08-23,울산,3차,65세이상,건수,0.0
2021-08-23,울산,3차,65세이상,접종률,0.0005660334638983857
2021-08-23,울산,3차,6개월-4세,건수,0.0
2021-08-23,울산,3차,6개월-4세,접종률,0.0
2021-08-23,인천,1차,12-64세,건수,20188.0
2021-08-23,인천,1차,12-64세,접종률,43.06285405067228
2021-08-23,인천,1차,5-11세,건수,0.0
2021-08-23,인천,1차,5-11세,접종률,0.0
2021-08-23,인천,1차,65세이상,건수,593.0
2021-08-23,인천,1차,65세이상,접종률,91.12822490563323
2021-08-23,인천,1차,6개월-4세,건수,0.0
2021-08-23,인천,1차,6개월-4세,접종률,0.0
2021-08-23,인천,2차,12-64세,건수,19966.0
2021-08-23,인천,2차,12-64세,접종률,14.431289674799233
2021-08-23,인천,2차,5-11세,건수,0.0
2021-08-23,인천,2차,5-11세,접종률,0.0
2021-08-23,인천,2차,65세이상,건수,18778.0
2021-08-23,인천,2차,65세이상,접종률,60.086203968100136
2021-08-23,인천,2차,6개월-4세,건수,0.0
2021-08-23,인천,2차,6개월-4세,접종률,0.0
2021-08-23,인천,3차,12-64세,건수,0.0
2021-08-23,인천,3차,12-64세,접종률,0.0007640573060957391
2021-08-23,인천,3차,5-11세,건수,0.0
2021-08-23,인천,3차,5-11세,접종률,0.0
2021-08-23,인천,3차,65세이상,건수,2.0
2021-08-23,인천,3차,65세이상,접종률,0.0011989425326861707
2021-08-23,인천,3차,6개월-4세,건수,0.0
2021-08-23,인천,3차,6개월-4세,접종률,0.0
2021-08-23,전남,1차,12-64세,건수,14348.0
2021-08-23,전남,1차,12-64세,접종률,50.58795942905323
2021-08-23,전남,1차,5-11세,건수,0.0
2021-08-23,전남,1차,5-11세,접종률,0.0
2021-08-23,전남,1차,65세이상,건수,345.0
2021-08-23,전남,1차,65세이상,접종률,93.89046853230867
2021-08-23,전남,1차,6개월-4세,건수,0.0
2021-08-23,전남,1차,6개월-4세,접종률,0.0
2021-08-23,전남,2차,12-64세,건수,17302.0
2021-08-23,전남,2차,12-64세,접종률,17.98593753378002
2021-08-23,전남,2차,5-11세,건수,0.0
2021-08-23,전남,2차,5-11세,접종률,0.0
2021-08-23,전남,2차,65세이상,건수,17578.0
2021-08-23,전남,2차,65세이상,접종률,70.07244345426915
2021-08-23,전남,2차,6개월-4세,건수,0.0
2021-08-23,전남,2차,6개월-4세,접종률,0.0
2021-08-23,전남,3차,12-64세,건수,1.0
2021-08-23,전남,3차,12-64세,접종률,0.0004989049037362988
2021-08-23,전남,3차,5-11세,건수,0.0
2021-08-23,전남,3차,5-11세,접종률,0.0
2021-08-23,전남,3차,65세이상,건수,0.0
2021-08-23,전남,3차,65세이상,접종률,0.00021077525245605865
2021-08-23,전남,3차,6개월-4세,건수,0.0
2021-08-23,전남,3차,6개월-4세,접종률,0.0
2021-08-23,전북,1차,12-64세,건수,13167.0
2021-08-23,전북,1차,12-64세,접종률,48.708279643793986
2021-08-23,전북,1차,5-11세,건수,0.0
2021-08-23,전북,1차,5-11세,접종률,0.0
2021-08-23,전북,1차,65세이상,건수,340.0
2021-08-23,전북,1차,65세이상,접종률,93.72146145576275
2021-08-23,전북,1차,6개월-4세,건수,0.0
2021-08-23,전북,1차,6개월-4세,접종률,0.0
2021-08-23,전북,2차,12-64세,건수,15762.0
2021-08-23,전북,2차,12-64세,접종률,17.43989740265721
2021-08-23,전북,2차,5-11세,건수,0.0
2021-08-23,전북,2차,5-11세,접종률,0.0
2021-08-23,전북,2차,65세이상,건수,15596.0
2021-08-23,전북,2차,65세이상,접종률,69.3001131543722
2021-08-23,전북,2차,6개월-4세,건수,0.0
2021-08-23,전북,2차,6개월-4세,접종률,0.0
2021-08-23,전북,3차,12-64세,건수,0.0
2021-08-23,전북,3차,12-64세,접종률,0.0006082159548947048
2021-08-23,전북,3차,5-11세,건수,0.0
2021-08-23,전북,3차,5-11세,접종률,0.0
2021-08-23,전북,3차,65세이상,건수,0.0
2021-08-23,전북,3차,65세이상,접종률,0.0004704963501245639
2021-08-23,전북,3차,6개월-4세,건수,0.0
2021-08-23,전북,3차,6개월-4세,접종률,0.0
2021-08-23,제주,1차,12-64세,건수,4516.0
2021-08-23,제주,1차,12-64세,접종률,45.258393939455964
2021-08-23,제주,1차,5-11세,건수,0.0
2021-08-23,제주,1차,5-11세,접종률,0.0
2021-08-23,제주,1차,65세이상,건수,165.0
2021-08-23,제주,1차,65세이상,접종률,90.94043033986789
2021-08-23,제주,1차,6개월-4세,건수,0.0
2021-08-23,제주,1차,6개월-4세,접종률,0.0
2021-08-23,제주,2차,12-64세,건수,4618.0
2021-08-23,제주,2차,12-64세,접종률,16.015982412795758
2021-08-23,제주,2차,5-11세,건수,0.0
2021-08-23,제주,2차,5-11세,접종률,0.0
2021-08-23,제주,2차,65세이상,건수,4198.0
2021-08-23,제주,2차,65세이상,접종률,61.98032213635951
2021-08-23,제주,2차,6개월-4세,건수,0.0
2021-08-23,제주,2차,6개월-4세,접종률,0.0
2021-08-23,제주,3차,12-64세,건수,0.0
2021-08-23,제주,3차,12-64세,접종률,0.0006140783604926546
2021-08-23,제주,3차,5-11세,건수,0.0
2021-08-23,제주,3차,5-11세,접종률,0.0
2021-08-23,제주,3차,65세이상,건수,0.0
2021-08-23,제주,3차,65세이상,접종률,0.0
2021-08-23,제주,3차,6개월-4세,건수,0.0
2021-08-23,제주,3차,6개월-4세,접종률,0.0
2021-08-23,충남,1차,12-64세,건수,14717.0
2021-08-23,충남,1차,12-64세,접종률,46.30189995919199
2021-08-23,충남,1차,5-11세,건수,0.0
2021-08-23,충남,1차,5-11세,접종률,0.0
2021-08-23,충남,1차,65세이상,건수,584.0
2021-08-23,충남,1차,65세이상,접종률,92.13957147121823
2021-08-23,충남,1차,6개월-4세,건수,0.0
2021-08-23,충남,1차,6개월-4세,접종률,0.0
2021-08-23,충남,2차,12-64세,건수,15381.0
2021-08-23,충남,2차,12-64세,접종률,15.428252186791786
2021-08-23,충남,2차,5-11세,건수,0.0
2021-08-23,충남,2차,5-11세,접종률,0.0
2021-08-23,충남,2차,65세이상,건수,15932.0
2021-08-23,충남,2차,65세이상,접종률,64.56019471845794
2021-08-23,충남,2차,6개월-4세,건수,0.0
2021-08-23,충남,2차,6개월-4세,접종률,0.0
2021-08-23,충남,3차,12-64세,건수,0.0
2021-08-23,충남,3차,12-64세,접종률,0.0004706031047703692
2021-08-23,충남,3차,5-11세,건수,0.0
2021-08-23,충남,3차,5-11세,접종률,0.0
2021-08-23,충남,3차,65세이상,건수,0.0
2021-08-23,충남,3차,65세이상,접종률,0.0006537101318533335
2021-08-23,충남,3차,6개월-4세,건수,0.0
2021-08-23,충남,3차,6개월-4세,접종률,0.0
2021-08-23,충북,1차,12-64세,건수,10932.0
2021-08-23,충북,1차,12-64세,접종률,46.07127241892531
2021-08-23,충북,1차,5-11세,건수,0.0
2021-08-23,충북,1차,5-11세,접종률,0.0
2021-08-23,충북,1차,65세이상,건수,284.0
2021-08-23,충북,1차,65세이상,접종률,92.58234294909111
2021-08-23,충북,1차,6개월-4세,건수,0.0
2021-08-23,충북,1차,6개월-4세,접종률,0.0
2021-08-23,충북,2차,12-64세,건수,11810.0
2021-08-23,충북,2차,12-64세,접종률,15.28572122582554
2021-08-23,충북,2차,5-11세,건수,0.0
2021-08-23,충북,2차,5-11세,접종률,0.0
2021-08-23,충북,2차,65세이상,건수,12076.0
2021-08-23,충북,2차,65세이상,접종률,64.92382922700772
2021-08-23,충북,2차,6개월-4세,건수,0.0
2021-08-23,충북,2차,6개월-4세,접종률,0.0
2021-08-23,충북,3차,12-64세,건수,0.0
2021-08-23,충북,3차,12-64세,접종률,0.00026498606614935497
2021-08-23,충북,3차,5-11세,건수,0.0
2021-08-23,충북,3차,5-11세,접종률,0.0
2021-08-23,충북,3차,65세이상,건수,0.0
2021-08-23,충북,3차,65세이상,접종률,0.0
2021-08-23,충북,3차,6개월-4세,건수,0.0
2021-08-23,충북,3차,6개월-4세,접종률,0.0
2021-08-24,강원,1차,12-64세,건수,11490.0
2021-08-24,강원,1차,12-64세,접종률,50.402268170164454
2021-08-24,강원,1차,5-11세,건수,0.0
2021-08-24,강원,1차,5-11세,접종률,0.002597166491357929
2021-08-24,강원,1차,65세이상,건수,479.0
2021-08-24,강원,1차,65세이상,접종률,91.2311852479312
2021-08-24,강원,1차,6개월-4세,건수,0.0
2021-08-24,강원,1차,6개월-4세,접종률,0.0
2021-08-24,강원,2차,12-64세,건수,9512.0
2021-08-24,강원,2차,12-64세,접종률,19.423791729171576
2021-08-24,강원,2차,5-11세,건수,0.0
2021-08-24,강원,2차,5-11세,접종률,0.0012985832456789644
2021-08-24,강원,2차,65세이상,건수,11365.0
2021-08-24,강원,2차,65세이상,접종률,64.65215785929932
2021-08-24,강원,2차,6개월-4세,건수,0.0
2021-08-24,강원,2차,6개월-4세,접종률,0.0
2021-08-24,강원,3차,12-64세,건수,1.0
2021-08-24,강원,3차,12-64세,접종률,0.0005964683111298005
2021-08-24,강원,3차,5-11세,건수,0.0
2021-08-24,강원,3차,5-11세,접종률,0.0
2021-08-24,강원,3차,65세이상,건수,0.0
2021-08-24,강원,3차,65세이상,접종률,0.0008144914315501401
2021-08-24,강원,3차,6개월-4세,건수,0.0
2021-08-24,강원,3차,6개월-4세,접종률,0.0
2021-08-24,경기,1차,12-64세,건수,91252.0
2021-08-24,경기,1차,12-64세,접종률,44.387809770249035
2021-08-24,경기,1차,5-11세,건수,0.0
2021-08-24,경기,1차,5-11세,접종률,0.0005873701324637122
2021-08-24,경기,1차,65세이상,건수,2702.0
2021-08-24,경기,1차,65세이상,접종률,91.83982463606212
2021-08-24,경기,1차,6개월-4세,건수,0.0
2021-08-24,경기,1차,6개월-4세,접종률,0.0
2021-08-24,경기,2차,12-64세,건수,66333.0
2021-08-24,경기,2차,12-64세,접종률,16.431695078024
2021-08-24,경기,2차,5-11세,건수,0.0
2021-08-24,경기,2차,5-11세,접종률,0.0002349480529854849
2021-08-24,경기,2차,65세이상,건수,67719.0
2021-08-24,경기,2차,65세이상,접종률,65.14730880446518
2021-08-24,경기,2차,6개월-4세,건수,0.0
2021-08-24,경기,2차,6개월-4세,접종률,0.0
2021-08-24,경기,3차,12-64세,건수,11.0
2021-08-24,경기,3차,12-64세,접종률,0.0011415948079467014
2021-08-24,경기,3차,5-11세,건수,0.0
2021-08-24,경기,3차,5-11세,접종률,0.0
2021-08-24,경기,3차,65세이상,건수,2.0
2021-08-24,경기,3차,65세이상,접종률,0.001501403577750888
2021-08-24,경기,3차,6개월-4세,건수,0.0
2021-08-24,경기,3차,6개월-4세,접종률,0.0
2021-08-24,경남,1차,12-64세,건수,26912.0
2021-08-24,경남,1차,12-64세,접종률,46.50742895423149
2021-08-24,경남,1차,5-11세,건수,0.0
2021-08-24,경남,1차,5-11세,접종률,0.0
2021-08-24,경남,1차,65세이상,건수,1093.0
2021-08-24,경남,1차,65세이상,접종률,90.7414466433999
2021-08-24,경남,1차,6개월-4세,건수,0.0
2021-08-24,경남,1차,6개월-4세,접종률,0.0
2021-08-24,경남,2차,12-64세,건수,18207.0
2021-08-24,경남,2차,12-64세,접종률,15.866176093538092
2021-08-24,경남,2차,5-11세,건수,0.0
2021-08-24,경남,2차,5-11세,접종률,0.0
2021-08-24,경남,2차,65세이상,건수,21448.0
2021-08-24,경남,2차,65세이상,접종률,62.84742564990975
2021-08-24,경남,2차,6개월-4세,건수,0.0
2021-08-24,경남,2차,6개월-4세,접종률,0.0
2021-08-24,경남,3차,12-64세,건수,0.0
2021-08-24,경남,3차,12-64세,접종률,0.0006906238318745343
2021-08-24,경남,3차,5-11세,건수,0.0
2021-08-24,경남,3차,5-11세,접종률,0.0
2021-08-24,경남,3차,65세이상,건수,1.0
2021-08-24,경남,3차,65세이상,접종률,0.0004449658785332145
2021-08-24,경남,3차,6개월-4세,건수,0.0
2021-08-24,경남,3차,6개월-4세,접종률,0.0
2021-08-24,경북,1차,12-64세,건수,17985.0
2021-08-24,경북,1차,12-64세,접종률,47.20839050602507
2021-08-24,경북,1차,5-11세,건수,0.0
2021-08-24,경북,1차,5-11세,접종률,0.0014767340549640415
2021-08-24,경북,1차,65세이상,건수,881.0
2021-08-24,경북,1차,65세이상,접종률,89.81087343916276
2021-08-24,경북,1차,6개월-4세,건수,0.0
2021-08-24,경북,1차,6개월-4세,접종률,0.0
2021-08-24,경북,2차,12-64세,건수,13972.0
2021-08-24,경북,2차,12-64세,접종률,15.507995547002427
2021-08-24,경북,2차,5-11세,건수,0.0
2021-08-24,경북,2차,5-11세,접종률,0.0
2021-08-24,경북,2차,65세이상,건수,18896.0
2021-08-24,경북,2차,65세이상,접종률,61.562159575338924
2021-08-24,경북,2차,6개월-4세,건수,0.0
2021-08-24,경북,2차,6개월-4세,접종률,0.0
2021-08-24,경북,3차,12-64세,건수,1.0
2021-08-24,경북,3차,12-64세,접종률,0.0008054517577546307
2021-08-24,경북,3차,5-11세,건수,0.0
2021-08-24,경북,3차,5-11세,접종률,0.0
2021-08-24,경북,3차,65세이상,건수,0.0
2021-08-24,경북,3차,65세이상,접종률,0.0
2021-08-24,경북,3차,6개월-4세,건수,0.0
2021-08-24,경북,3차,6개월-4세,접종률,0.0
2021-08-24,광주,1차,12-64세,건수,9997.0
2021-08-24,광주,1차,12-64세,접종률,47.63714106606536
2021-08-24,광주,1차,5-11세,건수,0.0
2021-08-24,광주,1차,5-11세,접종률,0.0
2021-08-24,광주,1차,65세이상,건수,202.0
2021-08-24,광주,1차,65세이상,접종률,93.46793853576494
