날짜,지역,차수,연령대,지표,값
2023-09-25,서울,2차,12-64세,건수,1.0
2023-09-25,서울,2차,12-64세,접종률,88.89992012241727
2023-09-25,서울,2차,5-11세,건수,0.0
2023-09-25,서울,2차,5-11세,접종률,1.1768944948969873
2023-09-25,서울,2차,65세이상,건수,0.0
2023-09-25,서울,2차,65세이상,접종률,94.39750755554113
2023-09-25,서울,2차,6개월-4세,건수,0.0
2023-09-25,서울,2차,6개월-4세,접종률,0.05989048596851471
2023-09-25,서울,3차,12-64세,건수,0.0
2023-09-25,서울,3차,12-64세,접종률,60.22512068120446
2023-09-25,서울,3차,5-11세,건수,0.0
2023-09-25,서울,3차,5-11세,접종률,0.01216369115240646
2023-09-25,서울,3차,65세이상,건수,0.0
2023-09-25,서울,3차,65세이상,접종률,89.65437276399174
2023-09-25,서울,3차,6개월-4세,건수,0.0
2023-09-25,서울,3차,6개월-4세,접종률,0.03925594878608527
2023-09-25,세종,1차,12-64세,건수,0.0
2023-09-25,세종,1차,12-64세,접종률,89.02654065431635
2023-09-25,세종,1차,5-11세,건수,0.0
2023-09-25,세종,1차,5-11세,접종률,1.184505388965959
2023-09-25,세종,1차,65세이상,건수,0.0
2023-09-25,세종,1차,65세이상,접종률,95.38216932825178
2023-09-25,세종,1차,6개월-4세,건수,0.0
2023-09-25,세종,1차,6개월-4세,접종률,0.06643314409952893
2023-09-25,세종,2차,12-64세,건수,0.0
2023-09-25,세종,2차,12-64세,접종률,87.89012949720515
2023-09-25,세종,2차,5-11세,건수,0.0
2023-09-25,세종,2차,5-11세,접종률,0.9310639206061252
2023-09-25,세종,2차,65세이상,건수,0.0
2023-09-25,세종,2차,65세이상,접종률,94.97533260071546
2023-09-25,세종,2차,6개월-4세,건수,0.0
2023-09-25,세종,2차,6개월-4세,접종률,0.042275637154245684
2023-09-25,세종,3차,12-64세,건수,0.0
2023-09-25,세종,3차,12-64세,접종률,58.8598948967786
2023-09-25,세종,3차,5-11세,건수,0.0
2023-09-25,세종,3차,5-11세,접종률,0.002667804930103511
2023-09-25,세종,3차,65세이상,건수,0.0
2023-09-25,세종,3차,65세이상,접종률,90.3832214922023
2023-09-25,세종,3차,6개월-4세,건수,0.0
2023-09-25,세종,3차,6개월-4세,접종률,0.030196883681604055
2023-09-25,울산,1차,12-64세,건수,0.0
2023-09-25,울산,1차,12-64세,접종률,91.26754738271462
2023-09-25,울산,1차,5-11세,건수,0.0
2023-09-25,울산,1차,5-11세,접종률,0.9681764606836167
2023-09-25,울산,1차,65세이상,건수,0.0
2023-09-25,울산,1차,65세이상,접종률,95.07607489754794
2023-09-25,울산,1차,6개월-4세,건수,0.0
2023-09-25,울산,1차,6개월-4세,접종률,0.04547044421126268
2023-09-25,울산,2차,12-64세,건수,2.0
2023-09-25,울산,2차,12-64세,접종률,90.35611146174001
2023-09-25,울산,2차,5-11세,건수,0.0
2023-09-25,울산,2차,5-11세,접종률,0.7240276140764439
2023-09-25,울산,2차,65세이상,건수,0.0
2023-09-25,울산,2차,65세이상,접종률,94.6702289039328
2023-09-25,울산,2차,6개월-4세,건수,0.0
2023-09-25,울산,2차,6개월-4세,접종률,0.027981811822315492
2023-09-25,울산,3차,12-64세,건수,0.0
2023-09-25,울산,3차,12-64세,접종률,63.88562166504103
2023-09-25,울산,3차,5-11세,건수,0.0
2023-09-25,울산,3차,5-11세,접종률,0.004209462872537464
2023-09-25,울산,3차,65세이상,건수,0.0
2023-09-25,울산,3차,65세이상,접종률,89.81705798446804
2023-09-25,울산,3차,6개월-4세,건수,0.0
2023-09-25,울산,3차,6개월-4세,접종률,0.013990905911157746
2023-09-25,인천,1차,12-64세,건수,0.0
2023-09-25,인천,1차,12-64세,접종률,90.72740053322211
2023-09-25,인천,1차,5-11세,건수,0.0
2023-09-25,인천,1차,5-11세,접종률,1.327382864485338
2023-09-25,인천,1차,65세이상,건수,0.0
2023-09-25,인천,1차,65세이상,접종률,95.0977238076017
2023-09-25,인천,1차,6개월-4세,건수,0.0
2023-09-25,인천,1차,6개월-4세,접종률,0.04878536939280979
2023-09-25,인천,2차,12-64세,건수,0.0
2023-09-25,인천,2차,12-64세,접종률,89.85044252401387
2023-09-25,인천,2차,5-11세,건수,0.0
2023-09-25,인천,2차,5-11세,접종률,1.019916479280437
2023-09-25,인천,2차,65세이상,건수,0.0
2023-09-25,인천,2차,65세이상,접종률,94.67869339242789
2023-09-25,인천,2차,6개월-4세,건수,0.0
2023-09-25,인천,2차,6개월-4세,접종률,0.03502539341022241
2023-09-25,인천,3차,12-64세,건수,0.0
2023-09-25,인천,3차,12-64세,접종률,63.20506758761041
2023-09-25,인천,3차,5-11세,건수,0.0
2023-09-25,인천,3차,5-11세,접종률,0.006883575788169428
2023-09-25,인천,3차,65세이상,건수,0.0
2023-09-25,인천,3차,65세이상,접종률,90.2118331631501
2023-09-25,인천,3차,6개월-4세,건수,0.0
2023-09-25,인천,3차,6개월-4세,접종률,0.023767231242650923
2023-09-25,전남,1차,12-64세,건수,0.0
2023-09-25,전남,1차,12-64세,접종률,92.46969568463889
2023-09-25,전남,1차,5-11세,건수,0.0
2023-09-25,전남,1차,5-11세,접종률,2.6954942089401785
2023-09-25,전남,1차,65세이상,건수,0.0
2023-09-25,전남,1차,65세이상,접종률,96.65499674352235
2023-09-25,전남,1차,6개월-4세,건수,0.0
2023-09-25,전남,1차,6개월-4세,접종률,0.07551950108407025
2023-09-25,전남,2차,12-64세,건수,0.0
2023-09-25,전남,2차,12-64세,접종률,91.65223999986696
2023-09-25,전남,2차,5-11세,건수,0.0
2023-09-25,전남,2차,5-11세,접종률,2.0633603897808532
2023-09-25,전남,2차,65세이상,건수,0.0
2023-09-25,전남,2차,65세이상,접종률,96.25937159466233
2023-09-25,전남,2차,6개월-4세,건수,0.0
2023-09-25,전남,2차,6개월-4세,접종률,0.05603059757850374
2023-09-25,전남,3차,12-64세,건수,0.0
2023-09-25,전남,3차,12-64세,접종률,71.16737095408911
2023-09-25,전남,3차,5-11세,건수,0.0
2023-09-25,전남,3차,5-11세,접종률,0.0021001123560110465
2023-09-25,전남,3차,65세이상,건수,0.0
2023-09-25,전남,3차,65세이상,접종률,93.53657688343496
2023-09-25,전남,3차,6개월-4세,건수,0.0
2023-09-25,전남,3차,6개월-4세,접종률,0.03410558113474141
2023-09-25,전북,1차,12-64세,건수,0.0
2023-09-25,전북,1차,12-64세,접종률,92.15401418185832
2023-09-25,전북,1차,5-11세,건수,0.0
2023-09-25,전북,1차,5-11세,접종률,2.460684941620698
2023-09-25,전북,1차,65세이상,건수,0.0
2023-09-25,전북,1차,65세이상,접종률,96.7093485272288
2023-09-25,전북,1차,6개월-4세,건수,0.0
2023-09-25,전북,1차,6개월-4세,접종률,0.15856804988174586
2023-09-25,전북,2차,12-64세,건수,0.0
2023-09-25,전북,2차,12-64세,접종률,91.38288323904537
2023-09-25,전북,2차,5-11세,건수,0.0
2023-09-25,전북,2차,5-11세,접종률,1.9396483530392041
2023-09-25,전북,2차,65세이상,건수,0.0
2023-09-25,전북,2차,65세이상,접종률,96.39035200184435
2023-09-25,전북,2차,6개월-4세,건수,0.0
2023-09-25,전북,2차,6개월-4세,접종률,0.11019135669748442
2023-09-25,전북,3차,12-64세,건수,0.0
2023-09-25,전북,3차,12-64세,접종률,69.68764635196415
2023-09-25,전북,3차,5-11세,건수,0.0
2023-09-25,전북,3차,5-11세,접종률,0.005273649681998924
2023-09-25,전북,3차,65세이상,건수,0.0
2023-09-25,전북,3차,65세이상,접종률,93.49303547777728
2023-09-25,전북,3차,6개월-4세,건수,0.0
2023-09-25,전북,3차,6개월-4세,접종률,0.06987744571059987
2023-09-25,제주,1차,12-64세,건수,0.0
2023-09-25,제주,1차,12-64세,접종률,90.67685763821368
2023-09-25,제주,1차,5-11세,건수,0.0
2023-09-25,제주,1차,5-11세,접종률,1.743820808872907
2023-09-25,제주,1차,65세이상,건수,0.0
2023-09-25,제주,1차,65세이상,접종률,94.82981864366242
2023-09-25,제주,1차,6개월-4세,건수,0.0
2023-09-25,제주,1차,6개월-4세,접종률,0.04758883248730965
2023-09-25,제주,2차,12-64세,건수,0.0
2023-09-25,제주,2차,12-64세,접종률,89.81100714991904
2023-09-25,제주,2차,5-11세,건수,0.0
2023-09-25,제주,2차,5-11세,접종률,1.3235708251196845
2023-09-25,제주,2차,65세이상,건수,0.0
2023-09-25,제주,2차,65세이상,접종률,94.41168465934864
2023-09-25,제주,2차,6개월-4세,건수,0.0
2023-09-25,제주,2차,6개월-4세,접종률,0.04230118443316413
2023-09-25,제주,3차,12-64세,건수,0.0
2023-09-25,제주,3차,12-64세,접종률,62.35474488114513
2023-09-25,제주,3차,5-11세,건수,0.0
2023-09-25,제주,3차,5-11세,접종률,0.0
2023-09-25,제주,3차,65세이상,건수,0.0
2023-09-25,제주,3차,65세이상,접종률,90.07199821860078
2023-09-25,제주,3차,6개월-4세,건수,0.0
2023-09-25,제주,3차,6개월-4세,접종률,0.031725888324873094
2023-09-25,충남,1차,12-64세,건수,0.0
2023-09-25,충남,1차,12-64세,접종률,91.08852515003835
2023-09-25,충남,1차,5-11세,건수,0.0
2023-09-25,충남,1차,5-11세,접종률,1.8110736911518808
2023-09-25,충남,1차,65세이상,건수,0.0
2023-09-25,충남,1차,65세이상,접종률,95.68507732301343
2023-09-25,충남,1차,6개월-4세,건수,0.0
2023-09-25,충남,1차,6개월-4세,접종률,0.09718172983479105
2023-09-25,충남,2차,12-64세,건수,0.0
2023-09-25,충남,2차,12-64세,접종률,90.22469953672486
2023-09-25,충남,2차,5-11세,건수,0.0
2023-09-25,충남,2차,5-11세,접종률,1.4389675231388803
2023-09-25,충남,2차,65세이상,건수,0.0
2023-09-25,충남,2차,65세이상,접종률,95.2806486547735
2023-09-25,충남,2차,6개월-4세,건수,0.0
2023-09-25,충남,2차,6개월-4세,접종률,0.06967746667400114
2023-09-25,충남,3차,12-64세,건수,0.0
2023-09-25,충남,3차,12-64세,접종률,65.89546022630631
2023-09-25,충남,3차,5-11세,건수,0.0
2023-09-25,충남,3차,5-11세,접종률,0.009420409316784815
2023-09-25,충남,3차,65세이상,건수,0.0
2023-09-25,충남,3차,65세이상,접종률,91.45295792939496
2023-09-25,충남,3차,6개월-4세,건수,0.0
2023-09-25,충남,3차,6개월-4세,접종률,0.04950767368942186
2023-09-25,충북,1차,12-64세,건수,0.0
2023-09-25,충북,1차,12-64세,접종률,91.34811661153485
2023-09-25,충북,1차,5-11세,건수,0.0
2023-09-25,충북,1차,5-11세,접종률,1.514512693058761
2023-09-25,충북,1차,65세이상,건수,0.0
2023-09-25,충북,1차,65세이상,접종률,95.97248717053118
2023-09-25,충북,1차,6개월-4세,건수,0.0
2023-09-25,충북,1차,6개월-4세,접종률,0.07608034083992696
2023-09-25,충북,2차,12-64세,건수,0.0
2023-09-25,충북,2차,12-64세,접종률,90.52515821876366
2023-09-25,충북,2차,5-11세,건수,0.0
2023-09-25,충북,2차,5-11세,접종률,1.2049529557962009
2023-09-25,충북,2차,65세이상,건수,0.0
2023-09-25,충북,2차,65세이상,접종률,95.58797627257285
2023-09-25,충북,2차,6개월-4세,건수,0.0
2023-09-25,충북,2차,6개월-4세,접종률,0.053256238587948874
2023-09-25,충북,3차,12-64세,건수,0.0
2023-09-25,충북,3차,12-64세,접종률,65.72140248291944
2023-09-25,충북,3차,5-11세,건수,0.0
2023-09-25,충북,3차,5-11세,접종률,0.007766731759275697
2023-09-25,충북,3차,65세이상,건수,0.0
2023-09-25,충북,3차,65세이상,접종률,91.8909398127002
2023-09-25,충북,3차,6개월-4세,건수,0.0
2023-09-25,충북,3차,6개월-4세,접종률,0.030432136335970784
2023-09-26,강원,1차,12-64세,건수,0.0
2023-09-26,강원,1차,12-64세,접종률,91.28092563928976
2023-09-26,강원,1차,5-11세,건수,0.0
2023-09-26,강원,1차,5-11세,접종률,1.3920812393678497
2023-09-26,강원,1차,65세이상,건수,0.0
2023-09-26,강원,1차,65세이상,접종률,95.26346082839208
2023-09-26,강원,1차,6개월-4세,건수,0.0
2023-09-26,강원,1차,6개월-4세,접종률,0.04682034757222727
2023-09-26,강원,2차,12-64세,건수,0.0
2023-09-26,강원,2차,12-64세,접종률,90.49309041167248
2023-09-26,강원,2차,5-11세,건수,0.0
2023-09-26,강원,2차,5-11세,접종률,1.1128858415468723
2023-09-26,강원,2차,65세이상,건수,0.0
2023-09-26,강원,2차,65세이상,접종률,94.89341022132447
2023-09-26,강원,2차,6개월-4세,건수,0.0
2023-09-26,강원,2차,6개월-4세,접종률,0.033049657109807486
2023-09-26,강원,3차,12-64세,건수,0.0
2023-09-26,강원,3차,12-64세,접종률,67.02872293152245
2023-09-26,강원,3차,5-11세,건수,0.0
2023-09-26,강원,3차,5-11세,접종률,0.003895749737036893
2023-09-26,강원,3차,65세이상,건수,0.0
2023-09-26,강원,3차,65세이상,접종률,90.83805738363633
2023-09-26,강원,3차,6개월-4세,건수,0.0
2023-09-26,강원,3차,6개월-4세,접종률,0.030295519017323528
2023-09-26,경기,1차,12-64세,건수,2.0
2023-09-26,경기,1차,12-64세,접종률,90.40260243560255
2023-09-26,경기,1차,5-11세,건수,0.0
2023-09-26,경기,1차,5-11세,접종률,1.2856357459365733
2023-09-26,경기,1차,65세이상,건수,0.0
2023-09-26,경기,1차,65세이상,접종률,95.31252419253812
2023-09-26,경기,1차,6개월-4세,건수,0.0
2023-09-26,경기,1차,6개월-4세,접종률,0.05811377791676439
2023-09-26,경기,2차,12-64세,건수,2.0
2023-09-26,경기,2차,12-64세,접종률,89.50422740568574
2023-09-26,경기,2차,5-11세,건수,0.0
2023-09-26,경기,2차,5-11세,접종률,1.0152105369502804
2023-09-26,경기,2차,65세이상,건수,0.0
2023-09-26,경기,2차,65세이상,접종률,94.93801783761288
2023-09-26,경기,2차,6개월-4세,건수,0.0
2023-09-26,경기,2차,6개월-4세,접종률,0.04091418445260991
2023-09-26,경기,3차,12-64세,건수,0.0
2023-09-26,경기,3차,12-64세,접종률,62.349662478482436
2023-09-26,경기,3차,5-11세,건수,0.0
2023-09-26,경기,3차,5-11세,접종률,0.005991175351129865
2023-09-26,경기,3차,65세이상,건수,0.0
2023-09-26,경기,3차,65세이상,접종률,90.52576807349746
2023-09-26,경기,3차,6개월-4세,건수,0.0
2023-09-26,경기,3차,6개월-4세,접종률,0.030229588512756363
2023-09-26,경남,1차,12-64세,건수,2.0
2023-09-26,경남,1차,12-64세,접종률,90.41284629389669
2023-09-26,경남,1차,5-11세,건수,0.0
2023-09-26,경남,1차,5-11세,접종률,1.0093815502960988
2023-09-26,경남,1차,65세이상,건수,0.0
2023-09-26,경남,1차,65세이상,접종률,95.03165932225764
2023-09-26,경남,1차,6개월-4세,건수,0.0
2023-09-26,경남,1차,6개월-4세,접종률,0.044070512820512824
2023-09-26,경남,2차,12-64세,건수,2.0
2023-09-26,경남,2차,12-64세,접종률,89.44329676192385
2023-09-26,경남,2차,5-11세,건수,0.0
2023-09-26,경남,2차,5-11세,접종률,0.7677201408250066
2023-09-26,경남,2차,65세이상,건수,0.0
2023-09-26,경남,2차,65세이상,접종률,94.56133038864803
2023-09-26,경남,2차,6개월-4세,건수,0.0
2023-09-26,경남,2차,6개월-4세,접종률,0.034722222222222224
2023-09-26,경남,3차,12-64세,건수,0.0
2023-09-26,경남,3차,12-64세,접종률,61.99876896301968
2023-09-26,경남,3차,5-11세,건수,0.0
2023-09-26,경남,3차,5-11세,접종률,0.004070086896355237
2023-09-26,경남,3차,65세이상,건수,0.0
2023-09-26,경남,3차,65세이상,접종률,89.62458228828153
2023-09-26,경남,3차,6개월-4세,건수,0.0
2023-09-26,경남,3차,6개월-4세,접종률,0.028044871794871792
2023-09-26,경북,1차,12-64세,건수,0.0
2023-09-26,경북,1차,12-64세,접종률,89.47372357470996
2023-09-26,경북,1차,5-11세,건수,0.0
2023-09-26,경북,1차,5-11세,접종률,1.0721089239038941
2023-09-26,경북,1차,65세이상,건수,0.0
2023-09-26,경북,1차,65세이상,접종률,94.46615116271748
2023-09-26,경북,1차,6개월-4세,건수,0.0
2023-09-26,경북,1차,6개월-4세,접종률,0.053663423010875795
2023-09-26,경북,2차,12-64세,건수,0.0
2023-09-26,경북,2차,12-64세,접종률,88.46529797400116
2023-09-26,경북,2차,5-11세,건수,0.0
2023-09-26,경북,2차,5-11세,접종률,0.8040816929279206
2023-09-26,경북,2차,65세이상,건수,0.0
2023-09-26,경북,2차,65세이상,접종률,93.97263379279512
2023-09-26,경북,2차,6개월-4세,건수,0.0
2023-09-26,경북,2차,6개월-4세,접종률,0.039353176874642244
2023-09-26,경북,3차,12-64세,건수,0.0
2023-09-26,경북,3차,12-64세,접종률,61.12884063849311
2023-09-26,경북,3차,5-11세,건수,0.0
2023-09-26,경북,3차,5-11세,접종률,0.003691835137410104
2023-09-26,경북,3차,65세이상,건수,0.0
2023-09-26,경북,3차,65세이상,접종률,88.82100510676348
2023-09-26,경북,3차,6개월-4세,건수,0.0
2023-09-26,경북,3차,6개월-4세,접종률,0.026831711505437898
2023-09-26,광주,1차,12-64세,건수,0.0
2023-09-26,광주,1차,12-64세,접종률,92.26723678178126
2023-09-26,광주,1차,5-11세,건수,0.0
2023-09-26,광주,1차,5-11세,접종률,1.5755916814100208
2023-09-26,광주,1차,65세이상,건수,0.0
2023-09-26,광주,1차,65세이상,접종률,96.39759783227298
2023-09-26,광주,1차,6개월-4세,건수,0.0
2023-09-26,광주,1차,6개월-4세,접종률,0.03733930762255294
2023-09-26,광주,2차,12-64세,건수,0.0
2023-09-26,광주,2차,12-64세,접종률,91.41833288110854
2023-09-26,광주,2차,5-11세,건수,0.0
2023-09-26,광주,2차,5-11세,접종률,1.2006097628823535
2023-09-26,광주,2차,65세이상,건수,0.0
2023-09-26,광주,2차,65세이상,접종률,96.01790583298649
2023-09-26,광주,2차,6개월-4세,건수,0.0
2023-09-26,광주,2차,6개월-4세,접종률,0.032005120819331094
2023-09-26,광주,3차,12-64세,건수,0.0
2023-09-26,광주,3차,12-64세,접종률,66.90958934870274
2023-09-26,광주,3차,5-11세,건수,0.0
2023-09-26,광주,3차,5-11세,접종률,0.0033381179690890276
2023-09-26,광주,3차,65세이상,건수,0.0
2023-09-26,광주,3차,65세이상,접종률,92.91114187909315
2023-09-26,광주,3차,6개월-4세,건수,0.0
2023-09-26,광주,3차,6개월-4세,접종률,0.021336747212887395
2023-09-26,대구,1차,12-64세,건수,0.0
2023-09-26,대구,1차,12-64세,접종률,88.7687463029333
2023-09-26,대구,1차,5-11세,건수,0.0
2023-09-26,대구,1차,5-11세,접종률,0.6884719604147032
2023-09-26,대구,1차,65세이상,건수,0.0
2023-09-26,대구,1차,65세이상,접종률,93.6658992069583
2023-09-26,대구,1차,6개월-4세,건수,0.0
2023-09-26,대구,1차,6개월-4세,접종률,0.030564545127651926
2023-09-26,대구,2차,12-64세,건수,0.0
2023-09-26,대구,2차,12-64세,접종률,87.68694109050419
2023-09-26,대구,2차,5-11세,건수,0.0
2023-09-26,대구,2차,5-11세,접종률,0.5308965598491988
2023-09-26,대구,2차,65세이상,건수,0.0
2023-09-26,대구,2차,65세이상,접종률,93.15170120235354
2023-09-26,대구,2차,6개월-4세,건수,0.0
2023-09-26,대구,2차,6개월-4세,접종률,0.026968716289104636
2023-09-26,대구,3차,12-64세,건수,0.0
2023-09-26,대구,3차,12-64세,접종률,56.10668429660044
2023-09-26,대구,3차,5-11세,건수,0.0
2023-09-26,대구,3차,5-11세,접종률,0.003681668237511781
2023-09-26,대구,3차,65세이상,건수,0.0
2023-09-26,대구,3차,65세이상,접종률,87.05807111793298
2023-09-26,대구,3차,6개월-4세,건수,0.0
2023-09-26,대구,3차,6개월-4세,접종률,0.017979144192736426
2023-09-26,대전,1차,12-64세,건수,1.0
2023-09-26,대전,1차,12-64세,접종률,90.6628361113195
2023-09-26,대전,1차,5-11세,건수,0.0
2023-09-26,대전,1차,5-11세,접종률,1.2275822384194879
2023-09-26,대전,1차,65세이상,건수,0.0
2023-09-26,대전,1차,65세이상,접종률,95.34711754500725
2023-09-26,대전,1차,6개월-4세,건수,0.0
2023-09-26,대전,1차,6개월-4세,접종률,0.07730035184987738
2023-09-26,대전,2차,12-64세,건수,1.0
2023-09-26,대전,2차,12-64세,접종률,89.72455380420638
2023-09-26,대전,2차,5-11세,건수,0.0
2023-09-26,대전,2차,5-11세,접종률,0.9470605159681597
2023-09-26,대전,2차,65세이상,건수,0.0
2023-09-26,대전,2차,65세이상,접종률,94.98876596228776
2023-09-26,대전,2차,6개월-4세,건수,0.0
2023-09-26,대전,2차,6개월-4세,접종률,0.06930376372747628
2023-09-26,대전,3차,12-64세,건수,0.0
2023-09-26,대전,3차,12-64세,접종률,61.43781043381781
2023-09-26,대전,3차,5-11세,건수,0.0
2023-09-26,대전,3차,5-11세,접종률,0.009590486237652249
2023-09-26,대전,3차,65세이상,건수,0.0
2023-09-26,대전,3차,65세이상,접종률,90.76371141727645
2023-09-26,대전,3차,6개월-4세,건수,0.0
2023-09-26,대전,3차,6개월-4세,접종률,0.04531399936027295
2023-09-26,부산,1차,12-64세,건수,0.0
2023-09-26,부산,1차,12-64세,접종률,90.0895148686044
2023-09-26,부산,1차,5-11세,건수,0.0
2023-09-26,부산,1차,5-11세,접종률,0.9997168432062595
2023-09-26,부산,1차,65세이상,건수,0.0
2023-09-26,부산,1차,65세이상,접종률,94.89527011677042
2023-09-26,부산,1차,6개월-4세,건수,0.0
2023-09-26,부산,1차,6개월-4세,접종률,0.06408381047909614
2023-09-26,부산,2차,12-64세,건수,0.0
2023-09-26,부산,2차,12-64세,접종률,89.12086994626858
2023-09-26,부산,2차,5-11세,건수,0.0
2023-09-26,부산,2차,5-11세,접종률,0.8026628296031759
2023-09-26,부산,2차,65세이상,건수,0.0
2023-09-26,부산,2차,65세이상,접종률,94.44064326625738
2023-09-26,부산,2차,6개월-4세,건수,0.0
2023-09-26,부산,2차,6개월-4세,접종률,0.039007536813362866
2023-09-26,부산,3차,12-64세,건수,0.0
2023-09-26,부산,3차,12-64세,접종률,60.95321028012924
2023-09-26,부산,3차,5-11세,건수,0.0
2023-09-26,부산,3차,5-11세,접종률,0.0040450970534357325
2023-09-26,부산,3차,65세이상,건수,0.0
2023-09-26,부산,3차,65세이상,접종률,89.56336044345495
2023-09-26,부산,3차,6개월-4세,건수,0.0
2023-09-26,부산,3차,6개월-4세,접종률,0.026469399980496234
2023-09-26,서울,1차,12-64세,건수,2.0
2023-09-26,서울,1차,12-64세,접종률,89.78364150952261
2023-09-26,서울,1차,5-11세,건수,0.0
2023-09-26,서울,1차,5-11세,접종률,1.4571183986156342
2023-09-26,서울,1차,65세이상,건수,0.0
2023-09-26,서울,1차,65세이상,접종률,94.78854630403161
2023-09-26,서울,1차,6개월-4세,건수,0.0
2023-09-26,서울,1차,6개월-4세,접종률,0.07649877199339696
2023-09-26,서울,2차,12-64세,건수,2.0
2023-09-26,서울,2차,12-64세,접종률,88.89994859419868
2023-09-26,서울,2차,5-11세,건수,0.0
2023-09-26,서울,2차,5-11세,접종률,1.1768944948969873
2023-09-26,서울,2차,65세이상,건수,1.0
2023-09-26,서울,2차,65세이상,접종률,94.39756553015172
2023-09-26,서울,2차,6개월-4세,건수,0.0
2023-09-26,서울,2차,6개월-4세,접종률,0.05989048596851471
2023-09-26,서울,3차,12-64세,건수,0.0
2023-09-26,서울,3차,12-64세,접종률,60.22512068120446
2023-09-26,서울,3차,5-11세,건수,0.0
2023-09-26,서울,3차,5-11세,접종률,0.01216369115240646
2023-09-26,서울,3차,65세이상,건수,0.0
2023-09-26,서울,3차,65세이상,접종률,89.65437276399174
2023-09-26,서울,3차,6개월-4세,건수,0.0
2023-09-26,서울,3차,6개월-4세,접종률,0.03925594878608527
2023-09-26,세종,1차,12-64세,건수,0.0
2023-09-26,세종,1차,12-64세,접종률,89.02654065431635
2023-09-26,세종,1차,5-11세,건수,0.0
2023-09-26,세종,1차,5-11세,접종률,1.184505388965959
2023-09-26,세종,1차,65세이상,건수,0.0
2023-09-26,세종,1차,65세이상,접종률,95.38216932825178
2023-09-26,세종,1차,6개월-4세,건수,0.0
2023-09-26,세종,1차,6개월-4세,접종률,0.06643314409952893
2023-09-26,세종,2차,12-64세,건수,0.0
2023-09-26,세종,2차,12-64세,접종률,87.89012949720515
2023-09-26,세종,2차,5-11세,건수,0.0
2023-09-26,세종,2차,5-11세,접종률,0.9310639206061252
2023-09-26,세종,2차,65세이상,건수,0.0
2023-09-26,세종,2차,65세이상,접종률,94.97533260071546
2023-09-26,세종,2차,6개월-4세,건수,0.0
2023-09-26,세종,2차,6개월-4세,접종률,0.042275637154245684
2023-09-26,세종,3차,12-64세,건수,0.0
2023-09-26,세종,3차,12-64세,접종률,58.8598948967786
2023-09-26,세종,3차,5-11세,건수,0.0
2023-09-26,세종,3차,5-11세,접종률,0.002667804930103511
2023-09-26,세종,3차,65세이상,건수,0.0
2023-09-26,세종,3차,65세이상,접종률,90.3832214922023
2023-09-26,세종,3차,6개월-4세,건수,0.0
2023-09-26,세종,3차,6개월-4세,접종률,0.030196883681604055
2023-09-26,울산,1차,12-64세,건수,0.0
2023-09-26,울산,1차,12-64세,접종률,91.26754738271462
2023-09-26,울산,1차,5-11세,건수,0.0
2023-09-26,울산,1차,5-11세,접종률,0.9681764606836167
2023-09-26,울산,1차,65세이상,건수,0.0
2023-09-26,울산,1차,65세이상,접종률,95.07607489754794
2023-09-26,울산,1차,6개월-4세,건수,0.0
2023-09-26,울산,1차,6개월-4세,접종률,0.04547044421126268
2023-09-26,울산,2차,12-64세,건수,0.0
2023-09-26,울산,2차,12-64세,접종률,90.35611146174001
2023-09-26,울산,2차,5-11세,건수,0.0
2023-09-26,울산,2차,5-11세,접종률,0.7240276140764439
2023-09-26,울산,2차,65세이상,건수,0.0
2023-09-26,울산,2차,65세이상,접종률,94.6702289039328
2023-09-26,울산,2차,6개월-4세,건수,0.0
2023-09-26,울산,2차,6개월-4세,접종률,0.027981811822315492
2023-09-26,울산,3차,12-64세,건수,0.0
2023-09-26,울산,3차,12-64세,접종률,63.88562166504103
2023-09-26,울산,3차,5-11세,건수,0.0
2023-09-26,울산,3차,5-11세,접종률,0.004209462872537464
2023-09-26,울산,3차,65세이상,건수,0.0
2023-09-26,울산,3차,65세이상,접종률,89.81705798446804
2023-09-26,울산,3차,6개월-4세,건수,0.0
2023-09-26,울산,3차,6개월-4세,접종률,0.013990905911157746
2023-09-26,인천,1차,12-64세,건수,1.0
2023-09-26,인천,1차,12-64세,접종률,90.72744547776954
2023-09-26,인천,1차,5-11세,건수,0.0
2023-09-26,인천,1차,5-11세,접종률,1.327382864485338
2023-09-26,인천,1차,65세이상,건수,0.0
2023-09-26,인천,1차,65세이상,접종률,95.0977238076017
2023-09-26,인천,1차,6개월-4세,건수,0.0
2023-09-26,인천,1차,6개월-4세,접종률,0.04878536939280979
2023-09-26,인천,2차,12-64세,건수,1.0
2023-09-26,인천,2차,12-64세,접종률,89.8504874685613
2023-09-26,인천,2차,5-11세,건수,0.0
2023-09-26,인천,2차,5-11세,접종률,1.019916479280437
2023-09-26,인천,2차,65세이상,건수,0.0
2023-09-26,인천,2차,65세이상,접종률,94.67869339242789
2023-09-26,인천,2차,6개월-4세,건수,0.0
2023-09-26,인천,2차,6개월-4세,접종률,0.03502539341022241
2023-09-26,인천,3차,12-64세,건수,0.0
2023-09-26,인천,3차,12-64세,접종률,63.20506758761041
2023-09-26,인천,3차,5-11세,건수,0.0
2023-09-26,인천,3차,5-11세,접종률,0.006883575788169428
2023-09-26,인천,3차,65세이상,건수,0.0
2023-09-26,인천,3차,65세이상,접종률,90.2118331631501
2023-09-26,인천,3차,6개월-4세,건수,0.0
